465;5;MUCUGE
466;5;MUCURI
467;5;MULUNGU DO MORRO
468;5;MUNDO NOVO
469;5;MUNIZ FERREIRA
470;5;MUQUEM DE SAO FRANCISCO
471;5;MURITIBA
472;5;MUTUIPE
473;5;NAZARE
474;5;NILO PECANHA
475;5;NORDESTINA
476;5;NOVA CANAA
477;5;NOVA FATIMA
478;5;NOVA IBIA
479;5;NOVA ITARANA
480;5;NOVA REDENCAO
481;5;NOVA SOURE
482;5;NOVA VICOSA
483;5;NOVO HORIZONTE
484;5;NOVO TRIUNFO
485;5;OLINDINA
486;5;OLIVEIRA DOS BREJINHOS
487;5;OURICANGAS
488;5;OUROLANDIA
489;5;PALMAS DE MONTE ALTO
490;5;PALMEIRAS
491;5;PARAMIRIM
492;5;PARATINGA
493;5;PARIPIRANGA
494;5;PAU BRASIL
495;5;PAULO AFONSO
496;5;PE DE SERRA
497;5;PEDRAO
498;5;PEDRO ALEXANDRE
499;5;PIATA
500;5;PILAO ARCADO
501;5;PINDAI
502;5;PINDOBACU
503;5;PINTADAS
504;5;PIRAI DO NORTE
505;5;PIRIPA
506;5;PIRITIBA
507;5;PLANALTINO
508;5;PLANALTO
509;5;POCOES
510;5;POJUCA
511;5;PONTO NOVO
512;5;PORTO SEGURO
513;5;POTIRAGUA
514;5;PRADO
515;5;PRESIDENTE DUTRA
516;5;PRESIDENTE JANIO QUADROS
517;5;PRESIDENTE TANCREDO NEVES
518;5;QUEIMADAS
519;5;QUIJINGUE
520;5;QUIXABEIRA
521;5;RAFAEL JAMBEIRO
522;5;REMANSO
523;5;RETIROLANDIA
524;5;RIACHAO DAS NEVES
525;5;RIACHAO DO JACUIPE
526;5;RIACHO DE SANTANA
527;5;RIBEIRA DO AMPARO
528;5;RIBEIRA DO POMBAL
529;5;RIBEIRAO DO LARGO
530;5;RIO REAL
531;5;RIO DE CONTAS
532;5;RIO DO ANTONIO
533;5;RIO DO PIRES
534;5;RODELAS
535;5;RUY BARBOSA
536;5;SALINAS DA MARGARIDA
537;5;SALVADOR
538;5;SANTA BARBARA
539;5;SANTA BRIGIDA
540;5;SANTA CRUZ CABRALIA
541;5;SANTA CRUZ DA VITORIA
542;5;SANTA INES
543;5;SANTA LUZIA
544;5;SANTA MARIA DA VITORIA
545;5;SANTA RITA DE CASSIA
546;5;SANTA TERESINHA
547;5;SANTALUZ
548;5;SANTANA
549;5;SANTANOPOLIS
550;5;SANTO AMARO
551;5;SANTO ANTONIO DE JESUS
552;5;SANTO ESTEVAO
553;5;SAO DESIDERIO
554;5;SAO DOMINGOS
555;5;SAO FELIPE
556;5;SAO FELIX DO CORIBE
557;5;SAO FELIX
558;5;SAO FRANCISCO DO CONDE
559;5;SAO GABRIEL
560;5;SAO GONCALO DOS CAMPOS
561;5;SAO JOSE DA VITORIA
562;5;SAO JOSE DO JACUIPE
563;5;SAO MIGUEL DAS MATAS
564;5;SAO SEBASTIAO DO PASSE
565;5;SAPEACU
566;5;SATIRO DIAS
567;5;SAUBARA
568;5;SAUDE
569;5;SEABRA
570;5;SEBASTIAO LARANJEIRAS
571;5;SENHOR DO BONFIM
572;5;SENTO SE
573;5;SERRA DOURADA
574;5;SERRA PRETA
575;5;SERRA DO RAMALHO
576;5;SERRINHA
577;5;SERROLANDIA
